borrower_id,credit_score,annual_income,employment_length,dti,loan_amount,term,interest_rate,loan_purpose,home_ownership,default_status
5243,716,73639,23,16.0%,19344,36m,19.99%,debt_consolidation,rent,1
5244,747,134010,12,25.0%,36550,36m,8.93%,credit_card,mortgage,0
5245,750,34645,8,27.7%,16959,36m,5.01%,car,own,0
5246,697,51105,14,28.7%,49310,60m,12.32%,wedding,rent,1
5247,673,33668,34,35.9%,40751,36m,23.38%,medical,rent,1
5248,550,147949,23,13.2%,3869,60m,16.56%,small_business,rent,1
5249,749,35960,32,14.2%,46264,60m,19.55%,credit_card,rent,0
5250,796,146519,15,29.6%,32268,36m,22.59%,small_business,rent,1
5251,636,31357,7,11.2%,21028,36m,23.12%,credit_card,own,1
5252,677,84604,28,21.2%,41606,36m,15.58%,debt_consolidation,own,1
5253,740,122739,22,5.7%,15550,60m,15.82%,debt_consolidation,rent,0
5254,616,71796,30,9.9%,7702,36m,22.02%,car,rent,1
5255,553,35804,39,28.8%,15027,36m,21.15%,wedding,rent,1
5256,735,147732,13,31.2%,46628,36m,18.98%,wedding,rent,0
5257,702,135733,29,9.0%,34743,36m,17.09%,small_business,mortgage,1
5258,596,34626,38,13.0%,26459,60m,17.34%,small_business,mortgage,1
5259,587,48132,26,8.5%,24286,60m,12.26%,car,mortgage,1
5260,692,27951,15,20.2%,8032,36m,21.82%,debt_consolidation,own,0
5261,740,26449,5,9.4%,3825,60m,17.36%,home_improvement,mortgage,0
5262,570,39065,32,20.3%,13554,60m,9.47%,car,rent,1
5263,776,121503,17,30.6%,14470,36m,9.8%,credit_card,rent,0
5264,606,125072,15,28.9%,5770,60m,22.23%,debt_consolidation,rent,1
5265,666,29130,11,14.8%,29268,36m,17.51%,small_business,mortgage,1
5266,730,109360,19,28.6%,2029,60m,12.97%,small_business,mortgage,0
5267,595,82287,39,37.5%,32083,60m,8.74%,medical,own,1
5268,793,126937,28,17.2%,10958,60m,17.2%,medical,own,1
5269,691,71702,29,16.5%,10806,36m,8.69%,home_improvement,own,1
5270,777,56993,25,25.0%,34162,60m,14.4%,small_business,mortgage,0
5271,753,51875,21,13.6%,11196,36m,18.55%,debt_consolidation,mortgage,0
5272,694,135284,32,27.8%,36889,36m,16.31%,small_business,mortgage,1
5273,588,26054,38,34.1%,29702,60m,23.44%,small_business,rent,1
5274,686,119809,28,21.1%,37777,60m,5.79%,credit_card,rent,1
5275,648,127357,21,28.8%,9739,36m,10.6%,home_improvement,rent,1
5276,626,68517,12,27.8%,26599,60m,6.14%,credit_card,mortgage,1
5277,756,96368,8,6.4%,38827,36m,8.89%,wedding,own,0
5278,759,49670,23,11.4%,13285,36m,7.48%,medical,rent,0
5279,664,69112,14,36.3%,33147,60m,19.65%,credit_card,mortgage,1
5280,774,108388,35,37.9%,31727,36m,12.39%,medical,mortgage,0
5281,683,109156,12,32.3%,4910,36m,23.5%,wedding,own,0
5282,768,48307,26,37.2%,16674,60m,5.47%,car,mortgage,1
5283,700,133087,36,15.7%,20354,36m,18.06%,wedding,own,0
5284,736,87087,6,13.7%,32676,36m,24.41%,medical,rent,0
5285,640,67922,7,18.5%,28114,36m,8.52%,small_business,own,1
5286,647,83080,36,6.9%,25039,60m,13.85%,wedding,rent,1
5287,669,113348,13,33.3%,46929,60m,19.04%,medical,mortgage,1
5288,595,99335,11,39.4%,33831,36m,17.66%,wedding,rent,1
5289,587,46312,35,33.8%,45884,36m,16.32%,small_business,mortgage,1
5290,691,125156,39,24.4%,27146,60m,11.54%,home_improvement,own,1
5291,649,86985,16,15.3%,47819,60m,19.56%,small_business,mortgage,1
5292,794,140641,39,11.9%,19626,36m,18.07%,wedding,mortgage,1
5293,621,77608,28,17.7%,19096,36m,8.26%,small_business,mortgage,1
5294,739,109962,26,28.3%,33308,60m,24.28%,small_business,rent,0
5295,584,120963,0,20.6%,15054,36m,16.11%,home_improvement,mortgage,1
5296,696,60277,33,37.7%,16070,36m,15.51%,debt_consolidation,rent,0
5297,579,51551,3,34.9%,44253,60m,21.96%,wedding,own,1
5298,627,109813,23,8.6%,28250,36m,17.81%,debt_consolidation,own,1
5299,633,76597,20,9.6%,16413,36m,6.49%,wedding,own,1
5300,662,121025,32,28.7%,13855,60m,15.13%,medical,mortgage,1
5301,574,144342,6,13.1%,40921,36m,20.61%,car,mortgage,1
5302,717,65212,0,32.7%,7587,36m,19.0%,debt_consolidation,mortgage,1
5303,637,29637,2,25.7%,10827,36m,24.42%,medical,mortgage,1
5304,563,63258,14,13.0%,27785,60m,5.5%,home_improvement,rent,1
5305,703,55693,30,21.8%,33864,60m,10.22%,debt_consolidation,own,1
5306,651,29824,15,19.2%,33311,36m,15.98%,debt_consolidation,rent,1
5307,764,149553,9,35.6%,8861,60m,17.39%,small_business,mortgage,1
5308,699,46950,28,6.1%,12804,36m,10.49%,wedding,own,0
5309,725,43488,5,36.4%,15979,36m,21.54%,small_business,own,0
5310,798,147870,28,27.8%,3297,60m,8.29%,medical,mortgage,0
5311,632,124544,16,30.8%,49513,36m,5.02%,small_business,rent,1
5312,659,135200,21,5.1%,2357,60m,24.05%,medical,rent,1
5313,728,20215,23,27.0%,49201,60m,12.83%,credit_card,rent,0
5314,680,125603,16,25.6%,18624,36m,24.15%,wedding,own,1
5315,719,31523,20,23.8%,12796,60m,10.56%,credit_card,rent,0
5316,568,95900,10,32.5%,25238,36m,6.27%,car,own,1
5317,750,88689,6,24.5%,30640,60m,20.45%,wedding,own,1
5318,577,43834,38,35.0%,42883,36m,21.72%,debt_consolidation,own,1
5319,761,54474,4,13.1%,33857,36m,14.84%,credit_card,rent,0
5320,722,63066,20,33.2%,21942,60m,6.48%,medical,rent,0
5321,620,119871,17,11.3%,5860,60m,18.08%,small_business,mortgage,1
5322,755,30400,34,33.5%,47211,36m,8.64%,small_business,own,1
5323,612,145211,19,37.9%,6447,36m,21.99%,debt_consolidation,own,1
5324,622,30345,14,16.7%,22523,36m,10.48%,wedding,rent,1
5325,673,53896,4,23.5%,36735,36m,21.95%,credit_card,mortgage,1
5326,668,105430,12,28.0%,41347,36m,13.54%,car,mortgage,1
5327,670,48899,11,7.8%,6849,60m,16.93%,car,rent,1
5328,568,126171,20,22.3%,26718,36m,20.79%,car,mortgage,1
5329,724,48229,36,17.6%,41935,60m,5.81%,car,mortgage,0
5330,793,137053,5,35.5%,24326,36m,21.42%,small_business,rent,1
5331,691,25583,6,35.7%,9466,60m,7.77%,small_business,rent,1
5332,669,24897,25,29.5%,24789,36m,12.17%,small_business,mortgage,1
5333,715,140406,7,28.0%,29135,60m,14.46%,wedding,mortgage,1
5334,730,91537,8,30.7%,47117,36m,22.91%,medical,rent,0
5335,610,129417,26,17.8%,32262,60m,5.45%,car,rent,1
5336,713,24567,3,19.2%,26435,36m,16.18%,home_improvement,own,0
5337,717,94807,20,24.4%,36787,36m,17.85%,small_business,own,0
5338,758,149648,30,37.8%,40942,36m,11.33%,car,own,1
5339,579,132652,20,30.3%,17689,36m,10.81%,credit_card,rent,1
5340,558,97239,39,24.3%,41860,60m,14.81%,wedding,rent,1
5341,613,33329,24,32.0%,45273,36m,8.74%,debt_consolidation,own,1
5342,710,121045,38,18.0%,4355,60m,14.36%,small_business,rent,1
5343,669,137708,14,30.6%,33928,36m,20.3%,small_business,mortgage,1
5344,601,91792,34,19.4%,2333,36m,21.91%,credit_card,rent,1
5345,638,20228,36,14.8%,37330,60m,12.7%,debt_consolidation,rent,1
5346,691,110282,27,26.3%,16776,60m,17.35%,medical,own,1
5347,752,102214,13,29.0%,29014,36m,5.0%,small_business,own,0
5348,602,57052,3,21.1%,36563,60m,16.01%,debt_consolidation,own,1
5349,776,77769,19,24.8%,17270,60m,24.5%,home_improvement,own,0
5350,782,66032,33,29.3%,33279,60m,11.25%,small_business,mortgage,0
5351,736,131694,11,31.9%,35021,36m,16.9%,car,mortgage,0
5352,627,108721,32,36.3%,5657,60m,20.25%,wedding,rent,1
5353,771,53686,23,17.4%,25886,36m,17.18%,credit_card,mortgage,0
5354,590,96981,19,38.3%,44383,60m,13.37%,debt_consolidation,rent,1
5355,745,118802,4,27.3%,5237,36m,8.05%,credit_card,own,0
5356,617,83261,37,32.6%,38099,60m,14.27%,car,mortgage,1
5357,769,22809,29,29.5%,3027,60m,10.9%,medical,mortgage,1
5358,557,123265,23,12.2%,16199,36m,18.92%,wedding,mortgage,1
5359,551,61785,39,7.5%,48051,36m,13.84%,car,rent,1
5360,654,56547,6,30.4%,46954,60m,22.0%,medical,mortgage,1
5361,674,62818,35,22.9%,15781,36m,8.87%,credit_card,own,1
5362,659,120422,37,29.6%,17120,36m,13.35%,medical,mortgage,1
5363,635,91927,15,21.7%,26289,36m,16.15%,small_business,mortgage,1
5364,718,85681,14,15.9%,7983,60m,7.52%,medical,rent,0
5365,669,99465,22,15.0%,3093,60m,16.76%,medical,own,1
5366,676,109862,11,30.6%,6789,60m,10.82%,small_business,mortgage,1
5367,732,115527,28,14.7%,4912,36m,9.59%,medical,own,1
5368,565,133221,14,30.0%,49879,36m,7.84%,small_business,own,1
5369,770,57333,28,18.4%,23873,36m,12.0%,small_business,rent,0
5370,611,146457,20,32.0%,16332,60m,23.58%,wedding,own,1
5371,662,36576,14,10.0%,18564,36m,5.62%,medical,own,1
5372,725,139875,13,12.2%,14259,36m,22.04%,small_business,mortgage,0
5373,707,59405,15,29.0%,44180,60m,12.95%,debt_consolidation,mortgage,1
5374,561,114000,14,24.6%,22526,60m,16.23%,medical,own,1
5375,584,93779,3,12.1%,23113,36m,15.26%,medical,rent,1
5376,560,51601,26,36.6%,18006,36m,23.51%,car,own,1
5377,613,87946,22,14.7%,23643,36m,20.4%,car,mortgage,1
5378,787,87356,28,19.7%,26413,60m,24.7%,wedding,own,0
5379,599,72116,8,12.1%,44523,36m,20.89%,wedding,mortgage,1
5380,762,120825,6,18.6%,32122,60m,10.92%,wedding,mortgage,0
5381,698,144749,3,22.2%,6684,36m,24.26%,car,own,1
5382,618,137256,4,15.3%,9854,60m,24.67%,medical,mortgage,1
5383,597,124186,4,31.9%,24357,36m,7.46%,car,mortgage,1
5384,569,82894,10,18.8%,41185,36m,23.02%,debt_consolidation,mortgage,1
5385,650,54635,27,30.5%,19946,60m,18.28%,credit_card,mortgage,1
5386,744,27465,15,12.2%,15127,60m,23.44%,car,mortgage,1
5387,721,76754,29,18.2%,45466,60m,23.31%,small_business,rent,0
5388,710,117975,3,5.3%,31404,60m,22.83%,car,rent,0
5389,794,112850,1,31.6%,24888,36m,22.71%,debt_consolidation,rent,0
5390,750,129765,2,26.9%,19401,36m,7.35%,small_business,mortgage,1
5391,738,105119,20,33.6%,17428,36m,7.87%,small_business,mortgage,1
5392,686,112691,5,20.9%,38422,60m,7.36%,small_business,mortgage,1
5393,617,58871,17,33.0%,49765,36m,6.82%,small_business,rent,1
5394,584,82874,4,27.7%,48510,36m,12.07%,home_improvement,rent,1
5395,758,97733,8,5.1%,43717,36m,18.68%,home_improvement,mortgage,0
5396,775,49511,19,13.9%,13971,60m,12.09%,small_business,mortgage,0
5397,765,100960,27,22.3%,24482,60m,19.41%,small_business,mortgage,0
5398,773,68821,25,26.7%,21968,60m,21.41%,small_business,rent,1
5399,614,85776,17,7.3%,18565,36m,18.32%,debt_consolidation,mortgage,1
5400,557,138128,18,29.7%,8829,60m,14.3%,car,own,1
5401,594,90167,2,24.0%,12487,36m,10.91%,credit_card,mortgage,1
5402,636,95135,8,23.4%,37435,36m,7.49%,wedding,rent,1
5403,724,64462,35,15.2%,34625,36m,14.87%,small_business,rent,0
5404,717,81382,30,25.8%,44759,36m,19.39%,wedding,own,0
5405,625,110194,16,6.0%,18287,60m,15.96%,car,mortgage,1
5406,731,123381,22,7.3%,40941,60m,19.43%,debt_consolidation,rent,0
5407,625,52574,33,30.7%,44459,36m,11.7%,wedding,own,1
5408,723,122072,4,16.3%,49976,60m,6.34%,debt_consolidation,rent,0
5409,596,61910,14,17.1%,48003,36m,20.42%,small_business,mortgage,1
5410,564,93531,2,12.3%,15663,36m,9.39%,wedding,rent,1
5411,654,45186,18,20.6%,11176,36m,17.33%,medical,rent,1
5412,696,114781,27,6.8%,17072,36m,21.09%,debt_consolidation,mortgage,1
5413,575,42813,2,15.5%,7516,36m,7.78%,medical,rent,1
5414,601,98812,37,23.4%,33832,60m,16.97%,wedding,rent,1
5415,642,105525,3,21.3%,21689,60m,18.79%,wedding,own,1
5416,699,98282,23,40.0%,20599,60m,19.93%,debt_consolidation,rent,1
5417,781,129779,30,18.6%,18509,36m,7.95%,medical,mortgage,0
5418,570,38557,10,18.5%,37388,60m,21.5%,medical,rent,1
5419,600,48060,36,22.6%,11200,60m,6.88%,small_business,own,1
5420,587,78866,0,11.7%,27789,60m,15.39%,small_business,own,1
5421,569,92104,8,35.7%,13896,36m,13.87%,wedding,rent,1
5422,798,120905,16,25.0%,23931,60m,9.44%,car,mortgage,0
5423,706,104577,0,11.7%,25087,60m,11.04%,medical,mortgage,0
5424,728,26080,2,32.8%,25753,60m,8.29%,home_improvement,rent,1
5425,681,33854,25,6.2%,35464,36m,13.51%,debt_consolidation,mortgage,1
5426,604,142013,30,39.4%,4270,36m,5.71%,small_business,own,1
5427,748,87695,25,35.3%,28091,36m,22.78%,credit_card,rent,0
5428,641,47025,22,25.3%,43994,36m,8.27%,wedding,own,1
5429,577,72982,29,8.9%,18060,36m,22.72%,debt_consolidation,rent,1
5430,553,61081,9,12.5%,44495,60m,22.27%,car,mortgage,1
5431,699,24368,7,14.8%,43773,36m,14.03%,car,rent,0
5432,625,119621,24,13.4%,27587,36m,14.95%,medical,mortgage,1
5433,722,139181,21,22.4%,49852,36m,11.04%,car,rent,1
5434,616,47094,14,38.1%,31729,36m,24.94%,small_business,rent,1
5435,635,66040,9,20.5%,27594,36m,18.42%,car,mortgage,1
5436,785,86766,19,28.2%,16816,36m,24.04%,debt_consolidation,rent,0
5437,743,103053,22,29.1%,41485,36m,13.3%,wedding,mortgage,0
5438,765,43991,0,35.5%,23304,60m,22.66%,home_improvement,rent,1
5439,711,21301,1,6.2%,30386,36m,13.96%,home_improvement,rent,0
5440,640,48610,18,19.2%,3116,60m,22.34%,wedding,mortgage,1
5441,732,101463,13,32.5%,31299,60m,7.62%,wedding,rent,0
5442,654,54678,7,33.5%,34587,36m,17.74%,medical,mortgage,1
5443,550,44466,37,37.5%,19540,60m,18.57%,wedding,mortgage,1
5444,621,100440,11,29.6%,49947,36m,18.12%,car,own,1
5445,636,60875,25,13.6%,35756,36m,13.94%,car,rent,1
5446,715,46081,26,22.7%,45426,36m,18.68%,home_improvement,mortgage,1
5447,555,44354,28,6.1%,7587,36m,9.79%,wedding,mortgage,1
5448,763,113297,14,27.6%,20212,60m,16.92%,medical,rent,0
5449,702,38300,0,24.4%,17803,36m,16.08%,car,mortgage,0
5450,759,84384,27,28.3%,26256,36m,11.37%,medical,mortgage,0
5451,694,115027,2,37.6%,12269,36m,20.58%,small_business,rent,1
5452,610,141684,17,29.1%,8088,36m,6.62%,debt_consolidation,own,1
5453,561,80892,33,16.2%,37113,60m,8.43%,small_business,mortgage,1
5454,555,55525,31,12.0%,44044,36m,14.42%,car,rent,1
5455,767,46532,28,34.9%,29081,36m,22.83%,car,rent,1
5456,576,26464,24,11.8%,12543,36m,16.5%,car,mortgage,1
5457,685,36562,25,10.7%,5005,36m,21.84%,home_improvement,rent,0
5458,760,127392,38,12.2%,39203,36m,15.35%,home_improvement,rent,0
5459,673,75514,7,22.8%,18220,36m,20.71%,car,rent,1
5460,655,133428,18,9.3%,45455,36m,11.52%,car,rent,1
5461,742,132564,21,37.8%,34696,60m,21.3%,debt_consolidation,mortgage,0
5462,734,128047,28,38.8%,16147,36m,13.03%,debt_consolidation,rent,0
5463,642,94219,32,39.1%,48381,60m,16.18%,medical,rent,1
5464,658,52634,37,6.4%,49984,60m,8.52%,wedding,rent,1
5465,790,20060,34,38.1%,41396,60m,23.41%,medical,mortgage,0
5466,648,29269,2,39.9%,2076,36m,19.03%,home_improvement,mortgage,1
5467,717,83143,18,38.0%,40520,60m,22.18%,credit_card,mortgage,0
5468,691,43065,9,28.5%,20946,60m,9.16%,debt_consolidation,own,0
5469,584,22895,26,29.5%,19956,60m,6.35%,medical,rent,1
5470,725,100859,14,9.3%,25471,36m,11.74%,wedding,rent,0
5471,786,32352,10,35.6%,49762,36m,15.33%,wedding,mortgage,1
5472,633,130179,25,7.1%,40738,60m,21.05%,debt_consolidation,rent,1
5473,605,69737,23,16.1%,42720,36m,12.95%,debt_consolidation,rent,1
5474,726,124127,12,39.7%,31137,36m,10.4%,small_business,rent,1
5475,690,116426,31,19.8%,26440,36m,12.45%,credit_card,mortgage,1
5476,738,52016,36,9.6%,13862,60m,19.07%,debt_consolidation,mortgage,0
5477,779,81304,3,38.9%,37879,36m,11.72%,small_business,own,0
5478,598,31962,12,39.4%,4737,60m,24.58%,wedding,mortgage,1
5479,595,53302,8,11.5%,44312,36m,8.5%,credit_card,mortgage,1
5480,662,105382,33,35.3%,23788,36m,20.06%,wedding,mortgage,1
5481,739,24011,36,18.7%,27522,36m,16.78%,small_business,rent,0
5482,685,149716,6,18.3%,6649,60m,9.66%,wedding,rent,0
5483,592,39782,0,14.2%,5868,36m,20.07%,small_business,own,1
5484,697,87691,11,6.6%,9824,36m,13.95%,credit_card,rent,0
5485,673,140654,20,14.4%,9799,36m,18.65%,debt_consolidation,rent,1
5486,646,142017,10,6.9%,21870,36m,18.25%,debt_consolidation,rent,1
5487,639,59725,13,37.4%,47147,60m,7.21%,medical,rent,1
5488,588,29196,33,28.2%,19386,36m,21.8%,debt_consolidation,rent,1
5489,634,63459,33,36.0%,10614,36m,18.63%,wedding,mortgage,1
5490,794,107245,24,30.1%,27147,36m,20.61%,debt_consolidation,rent,0
5491,726,149613,3,9.6%,13101,36m,13.96%,debt_consolidation,rent,1
5492,741,98863,25,37.9%,42674,60m,8.9%,medical,own,0
5493,611,143206,15,36.5%,40127,36m,11.52%,credit_card,mortgage,1
5494,655,139391,9,17.2%,22914,36m,23.03%,medical,mortgage,1
5495,656,121010,1,8.9%,11615,36m,23.76%,wedding,mortgage,1
5496,603,52769,34,29.6%,25053,60m,14.64%,wedding,rent,1
5497,675,127529,18,30.5%,36521,36m,10.98%,debt_consolidation,mortgage,1
5498,782,145361,5,36.4%,15481,36m,19.61%,car,mortgage,1
5499,558,44700,18,6.8%,48898,60m,20.32%,debt_consolidation,mortgage,1
5500,637,135792,7,10.0%,45882,60m,21.31%,medical,mortgage,1
5501,586,100356,13,25.9%,12495,36m,5.62%,small_business,mortgage,1
5502,598,96427,9,26.7%,28282,36m,5.19%,small_business,mortgage,1
5503,590,120165,2,6.2%,2146,36m,12.14%,medical,mortgage,1
5504,566,25269,37,18.9%,42275,60m,8.05%,home_improvement,mortgage,1
5505,637,141631,28,25.4%,17977,60m,21.1%,wedding,mortgage,1
5506,570,63880,14,30.8%,43565,36m,15.66%,small_business,mortgage,1
5507,600,134003,22,16.1%,43534,60m,21.51%,car,rent,1
5508,608,28320,22,21.9%,35945,36m,8.54%,medical,mortgage,1
5509,716,69589,17,33.5%,46286,60m,17.54%,small_business,own,1
5510,732,139534,18,38.4%,38190,60m,16.6%,small_business,rent,0
5511,590,96276,27,13.1%,4594,60m,11.81%,credit_card,own,1
5512,588,55897,25,13.9%,13074,36m,15.34%,debt_consolidation,mortgage,1
5513,690,78565,9,37.9%,29431,36m,16.78%,small_business,mortgage,0
5514,741,50930,3,18.9%,19148,60m,22.79%,small_business,own,0
5515,560,77233,1,30.1%,24661,36m,6.11%,credit_card,mortgage,1
5516,787,102821,2,26.4%,29571,36m,21.47%,wedding,own,0
5517,696,34380,6,15.0%,46160,36m,24.6%,medical,rent,1
5518,688,96896,15,27.9%,2435,36m,19.64%,medical,rent,0
5519,626,90934,30,27.9%,38119,60m,19.75%,credit_card,mortgage,1
5520,676,75830,9,25.7%,45937,36m,9.36%,credit_card,own,1
5521,595,25529,18,8.5%,18518,36m,15.46%,home_improvement,own,1
5522,594,141292,27,39.8%,30490,36m,19.12%,debt_consolidation,rent,1
5523,550,114598,16,19.0%,23002,60m,17.05%,credit_card,rent,1
5524,717,122222,27,27.3%,43763,60m,12.7%,debt_consolidation,own,0
5525,657,102987,18,36.0%,4366,36m,23.8%,small_business,mortgage,1
5526,568,69178,36,19.8%,14367,36m,15.28%,car,mortgage,1
5527,625,26937,22,32.1%,13454,36m,24.4%,medical,own,1
5528,621,141952,19,39.0%,11668,36m,16.28%,credit_card,rent,1
5529,749,59886,12,17.6%,5415,60m,20.87%,car,rent,0
5530,738,69699,12,19.2%,33773,36m,19.84%,medical,own,0
5531,794,96396,10,36.7%,12232,36m,18.22%,home_improvement,rent,1
5532,658,110678,14,10.6%,31039,36m,5.29%,medical,rent,1
5533,561,45279,16,6.0%,27568,60m,6.55%,credit_card,rent,1
5534,738,58106,27,36.8%,39459,60m,16.63%,car,rent,0
5535,789,130776,18,33.8%,9669,60m,23.24%,car,rent,0
5536,710,121444,3,39.0%,26213,36m,17.02%,car,mortgage,1
5537,594,126300,21,7.0%,20280,36m,9.72%,medical,own,1
5538,639,133793,21,10.5%,21449,60m,11.4%,debt_consolidation,rent,1
5539,652,136278,36,8.7%,37516,36m,17.46%,wedding,mortgage,0
5540,769,99737,38,28.9%,25076,60m,16.94%,debt_consolidation,rent,1
5541,799,60544,33,26.2%,4661,36m,24.11%,medical,rent,0
5542,746,123247,32,17.6%,25333,36m,15.58%,credit_card,mortgage,0
5543,557,131190,39,7.0%,24759,36m,12.1%,medical,own,1
5544,702,28997,32,27.4%,49941,60m,15.5%,debt_consolidation,own,1
5545,640,126102,11,25.0%,46367,36m,20.72%,medical,rent,1
5546,723,105711,1,9.0%,40875,60m,15.81%,car,rent,0
5547,636,136045,27,36.8%,14698,60m,11.52%,credit_card,own,1
5548,707,60860,9,12.0%,32964,60m,11.77%,wedding,rent,1
5549,786,23225,21,31.0%,33408,36m,20.14%,credit_card,mortgage,1
5550,724,130114,16,36.0%,24885,36m,6.33%,home_improvement,rent,1
5551,764,79470,25,25.3%,15309,60m,10.5%,wedding,mortgage,0
5552,726,133218,2,13.6%,37429,36m,8.06%,medical,mortgage,1
5553,724,148854,6,15.8%,17133,36m,23.89%,small_business,mortgage,0
5554,633,120764,7,36.0%,10210,36m,6.8%,small_business,own,1
5555,631,127041,19,15.4%,38126,36m,20.16%,wedding,rent,1
5556,695,132224,11,31.1%,35043,36m,17.61%,wedding,rent,0
5557,743,83656,34,39.7%,6078,60m,17.66%,wedding,mortgage,0
5558,617,71880,16,40.0%,13137,60m,20.27%,small_business,rent,1
5559,771,81078,27,23.7%,31350,36m,13.01%,car,rent,0
5560,710,108646,9,33.9%,6698,60m,13.01%,small_business,rent,0
5561,676,96290,21,39.7%,35132,36m,10.77%,medical,rent,1
5562,713,76633,37,18.1%,12165,36m,16.96%,home_improvement,own,0
5563,631,46655,32,13.8%,2794,60m,23.6%,home_improvement,mortgage,1
5564,778,141118,21,9.0%,15646,36m,23.48%,medical,mortgage,0
5565,696,63601,36,9.9%,25179,60m,19.06%,small_business,mortgage,1
5566,788,23114,12,34.9%,7870,36m,23.12%,medical,mortgage,0
5567,705,46502,26,25.6%,35357,60m,24.27%,wedding,mortgage,0
5568,717,69768,14,35.6%,32736,36m,20.9%,wedding,rent,0
5569,633,68128,21,32.6%,39081,36m,13.16%,medical,rent,1
5570,662,40028,29,28.6%,18211,36m,14.66%,wedding,rent,1
5571,774,75565,39,26.3%,23129,36m,23.63%,debt_consolidation,own,0
5572,625,103123,36,6.7%,9377,36m,18.4%,home_improvement,mortgage,1
5573,671,128255,33,35.5%,10861,60m,21.41%,credit_card,mortgage,1
5574,792,55333,33,19.6%,19821,36m,7.32%,small_business,rent,1
5575,692,23174,34,24.6%,14952,60m,8.88%,small_business,mortgage,0
5576,590,137769,18,5.8%,11047,36m,11.88%,debt_consolidation,mortgage,1
5577,716,55398,7,37.8%,28953,36m,8.76%,car,rent,1
5578,551,55929,38,36.6%,38801,60m,23.13%,credit_card,rent,1
5579,740,24321,32,24.0%,20277,60m,9.34%,credit_card,own,0
5580,578,143549,27,25.2%,25903,36m,16.14%,credit_card,mortgage,1
5581,654,115971,36,29.7%,20226,60m,6.71%,wedding,rent,1
5582,751,131508,24,14.3%,24628,36m,8.1%,home_improvement,rent,0
5583,743,75421,35,12.8%,18710,36m,9.95%,car,rent,0
5584,600,92635,16,28.6%,29802,36m,24.66%,debt_consolidation,mortgage,1
5585,624,43760,23,8.7%,20784,60m,20.94%,wedding,mortgage,1
5586,754,31360,20,20.9%,6278,60m,18.47%,car,mortgage,0
5587,559,30313,1,22.2%,30677,36m,23.33%,small_business,own,1
5588,691,131806,30,18.3%,9500,60m,24.12%,debt_consolidation,own,1
5589,759,105998,32,11.5%,6015,60m,14.07%,wedding,own,0
5590,600,25801,29,17.4%,23836,36m,11.55%,home_improvement,rent,1
5591,667,34130,11,16.8%,43010,60m,11.31%,small_business,mortgage,1
5592,750,34271,11,22.5%,9826,36m,5.71%,car,mortgage,0
5593,670,36075,23,28.6%,11201,36m,10.59%,credit_card,mortgage,1
5594,588,122455,23,38.9%,31048,60m,12.1%,car,own,1
5595,577,127215,10,10.0%,21941,36m,5.74%,small_business,rent,1
5596,552,38984,12,35.6%,17105,36m,22.65%,wedding,own,1
5597,633,108095,26,14.9%,2153,36m,21.96%,wedding,mortgage,1
5598,747,80942,7,25.7%,43541,60m,10.03%,home_improvement,rent,1
